CustomerID,Region,Age,Plan,DeviceType,CustomerSegment,TenureMonths,MonthlyDataGB,MonthlyVoiceMins,MonthlySMSCount,MonthlyMpesaTransactions,MonthlySpendKES,HasMpesa,HasSafaricomHome,HasShowmax,HasInternationalRoaming,NumServices,CustomerServiceCalls,NetworkComplaints,UnresolvedComplaints,NetworkQualityScore,DaysSinceLastTopup,ContractMonths,Churned
SAF002272,Mombasa,22,Hybrid,Smartphone,Enterprise,48,3.85,92.0,3.0,10.0,972.0,1,0,0,0,1,1,0,0,6.8,4.0,0,0
SAF002273,Mombasa,28,Postpaid,Tablet,Consumer,115,4.54,52.0,20.0,3.0,829.0,1,1,0,0,2,1,0,0,9.2,5.0,24,0
SAF002274,Nakuru,39,Prepaid,Feature Phone,Consumer,24,2.52,211.0,15.0,2.0,1150.0,1,1,1,0,3,1,0,0,5.7,4.0,0,0
SAF002275,Meru,49,Prepaid,Smartphone,Consumer,87,0.95,93.0,64.0,6.0,570.0,0,0,0,0,0,4,1,1,7.3,0.0,0,1
SAF002276,Nakuru,41,Postpaid,Smartphone,Consumer,95,8.6,31.0,8.0,3.0,1523.0,1,0,0,0,1,2,1,0,6.7,11.0,12,0
SAF002277,Eldoret,28,Prepaid,Feature Phone,Consumer,103,1.14,18.0,56.0,7.0,578.0,1,0,0,0,1,1,0,0,6.3,19.0,0,1
SAF002278,Kisumu,28,Prepaid,Smartphone,SME,44,4.71,508.0,28.0,3.0,1994.0,1,0,0,0,1,1,1,1,7.4,6.0,0,0
SAF002279,Nakuru,34,Postpaid,Feature Phone,Consumer,58,0.99,2.0,3.0,19.0,394.0,1,0,0,0,1,1,0,0,6.6,4.0,12,0
SAF002280,Nairobi,49,Postpaid,Smartphone,Consumer,66,7.14,325.0,140.0,3.0,2263.0,1,1,0,0,2,4,0,0,6.4,1.0,36,0
SAF002281,Nairobi,36,Prepaid,Smartphone,Consumer,114,3.69,30.0,53.0,19.0,905.0,1,1,0,0,2,2,0,0,7.7,18.0,0,0
SAF002282,Mombasa,44,Prepaid,Dongle,Consumer,18,3.6,129.0,12.0,3.0,1185.0,1,1,1,0,3,0,0,0,7.4,3.0,0,0
SAF002283,Mombasa,49,Prepaid,Smartphone,Consumer,80,0.36,43.0,35.0,7.0,485.0,1,0,0,0,1,1,0,0,8.0,10.0,0,0
SAF002284,Nairobi,42,Postpaid,Smartphone,SME,29,1.9,236.0,92.0,1.0,1180.0,0,1,0,0,1,1,0,0,6.4,2.0,12,0
SAF002285,Nairobi,45,Prepaid,Smartphone,Consumer,75,2.6,94.0,107.0,12.0,857.0,1,0,0,0,1,0,1,0,6.8,17.0,0,0
SAF002286,Nairobi,57,Prepaid,Feature Phone,Consumer,2,1.22,18.0,53.0,2.0,436.0,1,0,0,0,1,1,0,0,5.6,9.0,0,1
SAF002287,Garissa,44,Prepaid,Feature Phone,SME,78,7.45,38.0,52.0,16.0,1462.0,1,0,1,0,2,3,0,0,7.5,3.0,0,0
SAF002288,Nairobi,31,Prepaid,Smartphone,Consumer,68,6.36,46.0,13.0,5.0,1049.0,1,0,0,0,1,1,0,0,7.5,10.0,0,0
SAF002289,Mombasa,59,Hybrid,Smartphone,SME,103,2.38,261.0,183.0,1.0,1342.0,1,0,0,0,1,3,0,0,6.4,3.0,0,0
SAF002290,Nairobi,56,Postpaid,Smartphone,Consumer,98,1.45,175.0,11.0,4.0,986.0,1,0,0,0,1,3,0,0,8.1,2.0,36,0
SAF002291,Nakuru,19,Postpaid,Smartphone,Consumer,117,5.66,212.0,4.0,12.0,1544.0,1,0,0,0,1,3,0,0,5.3,12.0,12,0
SAF002292,Nairobi,34,Prepaid,Smartphone,Enterprise,110,0.77,6.0,152.0,1.0,563.0,1,0,0,0,1,0,0,0,7.9,19.0,0,0
SAF002293,Nairobi,18,Prepaid,Dongle,Consumer,39,0.26,104.0,7.0,8.0,593.0,1,0,1,1,3,1,0,0,8.8,0.0,0,0
SAF002294,Kisumu,62,Prepaid,Smartphone,Enterprise,73,0.16,852.0,29.0,6.0,2504.0,1,0,0,0,1,2,0,0,7.0,1.0,0,0
SAF002295,Nairobi,49,Prepaid,Smartphone,SME,104,0.14,185.0,25.0,3.0,677.0,1,0,0,0,1,2,0,0,5.6,15.0,0,0
SAF002296,Nairobi,36,Hybrid,Tablet,SME,41,2.35,15.0,75.0,11.0,640.0,1,0,0,0,1,1,1,0,6.7,21.0,0,0
SAF002297,Nairobi,31,Prepaid,Smartphone,Enterprise,71,1.03,136.0,20.0,0.0,745.0,1,0,0,0,1,2,0,0,6.7,9.0,0,0
SAF002298,Nairobi,48,Prepaid,Smartphone,Enterprise,115,4.1,164.0,28.0,6.0,1173.0,1,0,0,0,1,2,0,0,6.5,4.0,0,0
SAF002299,Nairobi,35,Prepaid,Smartphone,SME,81,3.71,87.0,2.0,6.0,906.0,1,1,0,0,2,2,0,0,5.8,5.0,0,0
SAF002300,Nairobi,31,Postpaid,Smartphone,SME,87,2.73,10.0,9.0,1.0,744.0,1,1,0,1,3,0,0,0,7.8,3.0,36,0
SAF002301,Thika,64,Prepaid,Tablet,Consumer,109,1.52,4.0,72.0,1.0,440.0,1,0,0,1,2,2,1,0,6.6,20.0,0,0
SAF002302,Kisumu,31,Prepaid,Smartphone,Consumer,75,6.65,333.0,26.0,4.0,2107.0,1,0,1,0,2,1,1,0,7.6,8.0,0,0
SAF002303,Kisumu,41,Prepaid,Smartphone,Consumer,22,4.33,36.0,11.0,6.0,990.0,1,0,1,0,2,1,1,0,8.4,21.0,0,0
SAF002304,Nairobi,22,Postpaid,Smartphone,Consumer,82,1.11,57.0,18.0,0.0,526.0,1,0,0,0,1,3,0,0,6.5,16.0,36,0
SAF002305,Nyeri,33,Prepaid,Tablet,Enterprise,49,2.44,190.0,13.0,0.0,1081.0,1,1,0,1,3,2,0,0,8.5,8.0,0,0
SAF002306,Mombasa,22,Hybrid,Smartphone,Consumer,28,0.59,140.0,32.0,2.0,739.0,1,0,0,1,2,1,0,0,4.4,2.0,0,0
SAF002307,Nairobi,30,Postpaid,Smartphone,Consumer,16,1.4,415.0,2.0,5.0,1593.0,1,1,1,0,3,1,0,0,6.6,4.0,36,0
SAF002308,Nakuru,33,Prepaid,Dongle,SME,106,20.5,12.0,10.0,0.0,3221.0,1,0,0,0,1,2,1,0,4.0,8.0,0,0
SAF002309,Nairobi,32,Postpaid,Smartphone,Consumer,68,0.89,147.0,18.0,11.0,621.0,1,0,0,1,2,0,0,0,3.9,4.0,12,0
SAF002310,Nairobi,48,Prepaid,Feature Phone,Consumer,62,4.19,10.0,105.0,1.0,949.0,1,1,0,0,2,2,1,1,3.3,4.0,0,0
SAF002311,Kisumu,22,Hybrid,Smartphone,SME,36,0.95,0.0,39.0,12.0,417.0,1,1,0,0,2,3,0,0,9.1,4.0,0,0
SAF002312,Machakos,38,Prepaid,Feature Phone,SME,22,9.74,15.0,28.0,2.0,1755.0,1,0,1,0,2,1,0,0,5.8,1.0,0,0
SAF002313,Mombasa,47,Prepaid,Smartphone,SME,11,1.3,115.0,8.0,3.0,862.0,1,0,1,0,2,2,0,0,5.7,3.0,0,1
SAF002314,Eldoret,40,Prepaid,Smartphone,Consumer,85,1.49,135.0,33.0,5.0,698.0,1,0,1,0,2,3,0,0,6.4,31.0,0,0
SAF002315,Garissa,55,Prepaid,Feature Phone,Consumer,104,3.15,69.0,106.0,3.0,786.0,1,0,0,0,1,0,0,0,4.7,2.0,0,0
SAF002316,Nairobi,46,Hybrid,Smartphone,SME,105,3.1,6.0,33.0,0.0,764.0,1,0,0,1,2,1,0,0,8.0,3.0,0,0
SAF002317,Nairobi,30,Prepaid,Smartphone,Consumer,80,3.03,121.0,7.0,19.0,986.0,1,0,0,0,1,2,0,0,7.8,23.0,0,0
SAF002318,Mombasa,49,Postpaid,Smartphone,SME,42,2.98,11.0,234.0,3.0,895.0,0,0,0,0,0,2,0,0,7.0,5.0,36,0
SAF002319,Mombasa,59,Prepaid,Smartphone,Enterprise,55,1.31,18.0,28.0,1.0,550.0,1,1,0,0,2,0,0,0,6.7,10.0,0,0
SAF002320,Mombasa,44,Hybrid,Dongle,Consumer,73,1.99,86.0,15.0,1.0,565.0,0,0,1,0,1,2,0,0,6.1,2.0,0,0
SAF002321,Nyeri,51,Prepaid,Smartphone,Consumer,35,3.15,50.0,28.0,29.0,652.0,1,0,0,0,1,0,1,0,7.2,4.0,0,0
SAF002322,Eldoret,62,Prepaid,Dongle,Consumer,57,3.89,75.0,12.0,1.0,783.0,1,0,0,0,1,1,1,0,6.4,7.0,0,1
SAF002323,Nakuru,50,Prepaid,Smartphone,SME,34,1.02,121.0,1.0,3.0,586.0,1,0,0,0,1,1,1,0,4.5,2.0,0,0
SAF002324,Nairobi,21,Postpaid,Smartphone,Consumer,73,4.23,21.0,88.0,1.0,1097.0,1,0,0,0,1,1,1,0,7.9,3.0,12,0
SAF002325,Thika,35,Prepaid,Smartphone,Consumer,77,8.99,268.0,22.0,11.0,2092.0,0,0,0,0,0,0,0,0,7.1,5.0,0,0
SAF002326,Meru,23,Prepaid,Feature Phone,Enterprise,70,4.96,98.0,56.0,7.0,1249.0,1,0,1,0,2,1,0,0,3.8,13.0,0,0
SAF002327,Thika,45,Prepaid,Feature Phone,Consumer,4,0.31,3.0,142.0,6.0,426.0,1,1,0,0,2,2,0,0,5.5,8.0,0,0
SAF002328,Nairobi,61,Postpaid,Smartphone,Consumer,46,2.22,119.0,40.0,15.0,1025.0,1,0,0,0,1,3,2,1,5.3,17.0,12,1
SAF002329,Nakuru,44,Prepaid,Tablet,SME,92,2.0,75.0,47.0,7.0,648.0,1,0,0,0,1,2,3,1,4.7,24.0,0,1
SAF002330,Nairobi,43,Prepaid,Smartphone,Consumer,11,1.44,145.0,115.0,25.0,803.0,1,0,0,0,1,0,0,0,7.6,4.0,0,0
SAF002331,Nairobi,37,Prepaid,Smartphone,SME,98,2.37,184.0,29.0,8.0,1148.0,1,0,0,0,1,0,0,0,7.8,4.0,0,0
SAF002332,Nairobi,30,Postpaid,Dongle,SME,61,2.03,335.0,15.0,3.0,1250.0,0,0,0,0,0,0,0,0,6.6,6.0,24,0
SAF002333,Nakuru,45,Hybrid,Tablet,Consumer,35,0.1,769.0,102.0,0.0,2360.0,1,0,0,0,1,1,1,0,7.1,16.0,0,0
SAF002334,Nakuru,51,Prepaid,Dongle,Youth,69,0.94,96.0,3.0,10.0,620.0,1,1,0,0,2,2,0,0,9.7,0.0,0,0
SAF002335,Nairobi,40,Prepaid,Smartphone,Consumer,57,0.84,99.0,10.0,4.0,407.0,1,0,0,1,2,0,1,0,6.2,2.0,0,0
SAF002336,Mombasa,27,Prepaid,Smartphone,Youth,103,1.5,3.0,17.0,7.0,515.0,1,0,0,1,2,1,0,0,9.7,13.0,0,0
SAF002337,Mombasa,47,Prepaid,Smartphone,Consumer,11,0.67,240.0,61.0,17.0,1007.0,1,0,0,0,1,1,0,0,6.2,5.0,0,0
SAF002338,Mombasa,39,Prepaid,Smartphone,Consumer,12,0.25,3.0,94.0,0.0,315.0,0,0,0,0,0,1,0,0,6.1,13.0,0,1
SAF002339,Nairobi,22,Postpaid,Feature Phone,Consumer,43,0.77,120.0,24.0,11.0,577.0,1,0,0,0,1,1,2,1,7.0,7.0,24,0
SAF002340,Mombasa,61,Prepaid,Smartphone,Consumer,19,6.74,12.0,13.0,5.0,1416.0,1,0,1,0,2,0,0,0,8.7,12.0,0,0
SAF002341,Eldoret,26,Hybrid,Feature Phone,SME,77,5.58,40.0,17.0,1.0,909.0,1,0,0,0,1,1,0,0,7.7,4.0,0,0
SAF002342,Nairobi,60,Prepaid,Smartphone,SME,68,2.04,18.0,43.0,7.0,443.0,1,0,0,1,2,0,0,0,6.4,0.0,0,0
SAF002343,Nairobi,21,Postpaid,Smartphone,SME,78,7.36,18.0,7.0,6.0,1303.0,1,1,1,0,3,1,0,0,6.7,8.0,36,0
SAF002344,Mombasa,59,Prepaid,Feature Phone,Consumer,108,0.93,9.0,32.0,15.0,442.0,1,0,0,0,1,3,0,0,6.4,5.0,0,0
SAF002345,Meru,18,Prepaid,Smartphone,Consumer,59,3.07,46.0,36.0,6.0,811.0,1,1,0,1,3,3,0,0,8.8,29.0,0,0
SAF002346,Nakuru,51,Prepaid,Feature Phone,SME,2,0.54,66.0,49.0,14.0,424.0,1,0,1,0,2,2,0,0,6.2,1.0,0,0
SAF002347,Nakuru,58,Prepaid,Smartphone,Consumer,8,6.27,75.0,37.0,6.0,1418.0,1,1,0,0,2,1,1,0,7.9,7.0,0,0
SAF002348,Mombasa,43,Prepaid,Feature Phone,SME,22,0.49,70.0,4.0,5.0,279.0,1,1,1,0,3,1,2,1,8.7,3.0,0,0
SAF002349,Kisumu,35,Postpaid,Smartphone,SME,115,0.11,89.0,47.0,4.0,522.0,0,1,0,0,1,2,0,0,7.3,5.0,12,0
SAF002350,Nairobi,33,Hybrid,Smartphone,Consumer,77,1.12,236.0,1.0,2.0,929.0,1,0,0,0,1,4,1,0,8.8,1.0,0,0
SAF002351,Nakuru,40,Prepaid,Feature Phone,SME,21,8.09,120.0,20.0,7.0,1801.0,1,1,0,0,2,3,0,0,8.8,14.0,0,0
SAF002352,Nyeri,63,Prepaid,Tablet,SME,85,0.49,2.0,22.0,6.0,350.0,1,1,0,0,2,1,0,0,5.1,16.0,0,0
SAF002353,Nakuru,53,Prepaid,Smartphone,SME,92,1.41,23.0,5.0,30.0,550.0,1,0,0,0,1,1,0,0,8.3,5.0,0,0
SAF002354,Machakos,43,Prepaid,Smartphone,Consumer,97,1.33,52.0,0.0,4.0,468.0,1,0,1,0,2,1,0,0,9.7,1.0,0,0
SAF002355,Eldoret,19,Prepaid,Smartphone,Consumer,29,5.66,357.0,3.0,4.0,1871.0,1,0,0,0,1,1,1,0,8.6,6.0,0,0
SAF002356,Nairobi,61,Postpaid,Smartphone,Consumer,101,1.92,10.0,24.0,1.0,556.0,1,0,0,0,1,0,0,0,9.8,2.0,24,0
SAF002357,Nyeri,22,Hybrid,Feature Phone,Consumer,86,3.31,149.0,11.0,7.0,934.0,1,0,0,0,1,1,0,0,6.9,0.0,0,1
SAF002358,Nairobi,46,Hybrid,Feature Phone,Consumer,90,1.81,4.0,3.0,15.0,706.0,1,0,0,0,1,2,1,1,6.9,12.0,0,0
SAF002359,Kisumu,21,Prepaid,Smartphone,Enterprise,75,2.81,54.0,12.0,2.0,929.0,1,0,1,1,3,1,1,0,4.5,1.0,0,0
SAF002360,Nairobi,64,Postpaid,Smartphone,SME,75,0.23,176.0,30.0,0.0,549.0,1,1,0,0,2,0,1,0,6.7,18.0,12,0
SAF002361,Nairobi,52,Postpaid,Feature Phone,SME,109,1.64,51.0,54.0,9.0,650.0,1,1,0,1,3,1,0,0,6.9,8.0,12,0
SAF002362,Mombasa,39,Prepaid,Smartphone,Consumer,98,6.76,68.0,21.0,0.0,1523.0,1,1,0,0,2,3,0,0,9.3,1.0,0,0
SAF002363,Nairobi,25,Prepaid,Smartphone,Youth,83,4.11,283.0,38.0,4.0,1523.0,1,1,0,0,2,0,0,0,7.4,2.0,0,0
SAF002364,Mombasa,61,Postpaid,Smartphone,Consumer,112,14.03,8.0,36.0,8.0,2286.0,1,0,0,0,1,0,0,0,8.3,26.0,36,0
SAF002365,Kisumu,38,Prepaid,Smartphone,SME,37,5.43,90.0,91.0,4.0,1449.0,1,1,0,0,2,2,0,0,5.0,7.0,0,0
SAF002366,Nairobi,25,Prepaid,Smartphone,Youth,78,2.1,55.0,8.0,2.0,796.0,1,0,0,0,1,1,0,0,7.7,5.0,0,0
SAF002367,Nairobi,22,Prepaid,Feature Phone,SME,29,3.95,398.0,26.0,13.0,1652.0,1,0,0,0,1,3,0,0,7.7,22.0,0,0
SAF002368,Kisumu,38,Prepaid,Smartphone,Youth,83,5.24,189.0,40.0,3.0,1510.0,1,0,0,0,1,5,0,0,7.4,0.0,0,0
SAF002369,Nairobi,44,Prepaid,Smartphone,SME,37,1.1,16.0,29.0,2.0,422.0,1,0,0,0,1,4,1,1,8.3,3.0,0,0
SAF002370,Eldoret,55,Hybrid,Feature Phone,Consumer,21,0.22,315.0,24.0,4.0,869.0,1,0,0,0,1,0,1,0,6.3,12.0,0,0
SAF002371,Nakuru,22,Postpaid,Smartphone,Consumer,88,1.82,28.0,145.0,1.0,527.0,1,0,0,1,2,2,1,0,7.8,22.0,36,0
SAF002372,Thika,38,Postpaid,Smartphone,Consumer,90,0.55,11.0,114.0,9.0,332.0,1,0,0,0,1,3,0,0,6.8,11.0,36,0
SAF002373,Nakuru,25,Prepaid,Smartphone,Consumer,105,1.14,94.0,38.0,10.0,646.0,1,1,0,0,2,2,0,0,9.1,7.0,0,0
SAF002374,Mombasa,39,Postpaid,Smartphone,SME,12,10.27,160.0,23.0,0.0,2293.0,1,0,1,0,2,2,1,0,6.2,1.0,36,0
SAF002375,Nakuru,35,Prepaid,Tablet,Consumer,48,6.57,151.0,56.0,9.0,1341.0,1,1,0,0,2,0,1,0,7.9,5.0,0,0
SAF002376,Nairobi,21,Prepaid,Feature Phone,Enterprise,83,3.14,92.0,29.0,3.0,942.0,1,1,0,0,2,1,1,0,8.3,6.0,0,0
SAF002377,Nairobi,21,Prepaid,Smartphone,Consumer,47,1.8,81.0,217.0,9.0,794.0,1,0,0,0,1,3,0,0,5.4,12.0,0,0
SAF002378,Thika,54,Prepaid,Feature Phone,Consumer,113,1.07,419.0,46.0,10.0,1507.0,1,0,0,0,1,1,1,1,6.5,8.0,0,1
SAF002379,Mombasa,32,Prepaid,Smartphone,Youth,94,2.97,206.0,3.0,3.0,1265.0,1,1,0,0,2,4,0,0,6.1,13.0,0,0
SAF002380,Thika,55,Prepaid,Tablet,Consumer,15,2.67,144.0,21.0,2.0,1086.0,1,0,1,0,2,1,1,0,9.0,6.0,0,0
SAF002381,Thika,44,Prepaid,Smartphone,SME,67,5.31,26.0,52.0,14.0,1104.0,1,1,0,1,3,0,3,1,5.1,1.0,0,0
SAF002382,Machakos,38,Prepaid,Smartphone,SME,113,9.21,206.0,74.0,11.0,2137.0,1,0,0,0,1,0,0,0,6.3,10.0,0,1
SAF002383,Nyeri,63,Hybrid,Smartphone,Consumer,13,1.4,166.0,67.0,15.0,1025.0,1,0,1,0,2,2,1,0,6.2,7.0,0,1
SAF002384,Mombasa,63,Prepaid,Smartphone,Consumer,59,0.81,580.0,151.0,5.0,1889.0,1,0,0,0,1,1,3,0,5.1,3.0,0,0
SAF002385,Nairobi,21,Postpaid,Smartphone,Consumer,73,1.8,17.0,27.0,5.0,545.0,1,0,1,1,3,1,2,2,7.9,12.0,24,1
SAF002386,Kisumu,28,Prepaid,Smartphone,SME,13,2.01,151.0,6.0,3.0,839.0,1,0,1,0,2,2,1,0,5.2,15.0,0,1
SAF002387,Mombasa,36,Prepaid,Feature Phone,SME,80,0.14,464.0,42.0,6.0,1457.0,1,0,0,0,1,3,0,0,7.7,9.0,0,0
SAF002388,Nakuru,36,Hybrid,Smartphone,Consumer,115,6.92,75.0,3.0,8.0,1292.0,1,0,0,1,2,1,1,1,8.3,5.0,0,0
SAF002389,Eldoret,44,Prepaid,Dongle,SME,78,18.99,159.0,145.0,13.0,3562.0,1,0,1,0,2,1,0,0,5.5,3.0,0,0
SAF002390,Nakuru,57,Prepaid,Smartphone,Consumer,72,8.98,444.0,57.0,2.0,2723.0,1,0,0,0,1,1,0,0,5.2,2.0,0,0
SAF002391,Mombasa,59,Postpaid,Feature Phone,SME,118,6.9,95.0,161.0,4.0,1737.0,1,1,1,0,3,1,0,0,9.2,12.0,12,0
SAF002392,Nairobi,45,Prepaid,Tablet,Enterprise,19,17.17,144.0,19.0,5.0,3137.0,1,0,1,0,2,1,1,0,9.2,7.0,0,0
SAF002393,Mombasa,22,Postpaid,Feature Phone,Enterprise,57,8.34,2.0,1.0,5.0,1212.0,1,1,0,0,2,1,1,0,5.9,7.0,36,0
SAF002394,Nairobi,42,Prepaid,Tablet,SME,32,4.08,88.0,29.0,6.0,1002.0,1,0,0,0,1,0,1,1,5.6,2.0,0,0
SAF002395,Machakos,20,Prepaid,Feature Phone,Consumer,99,0.64,35.0,5.0,13.0,534.0,1,0,0,1,2,2,1,0,6.1,6.0,0,0
SAF002396,Nairobi,43,Prepaid,Smartphone,Youth,87,0.6,17.0,46.0,17.0,394.0,1,0,1,0,2,1,0,0,7.5,31.0,0,0
SAF002397,Nairobi,27,Prepaid,Smartphone,Consumer,21,0.18,148.0,28.0,1.0,553.0,1,0,0,1,2,2,1,1,5.8,4.0,0,1
SAF002398,Nairobi,41,Postpaid,Smartphone,SME,82,1.86,5.0,56.0,10.0,447.0,1,0,1,0,2,0,0,0,5.9,6.0,36,0
SAF002399,Nakuru,46,Postpaid,Smartphone,Consumer,112,5.79,282.0,14.0,5.0,1825.0,1,0,0,0,1,0,1,0,8.0,15.0,12,0
SAF002400,Nakuru,62,Prepaid,Smartphone,Youth,14,2.36,88.0,71.0,4.0,776.0,1,0,0,0,1,0,0,0,5.6,14.0,0,0
SAF002401,Nairobi,24,Prepaid,Feature Phone,SME,80,1.6,125.0,42.0,1.0,797.0,1,0,0,0,1,0,0,0,7.5,0.0,0,0
SAF002402,Nairobi,61,Postpaid,Smartphone,SME,24,0.4,35.0,176.0,1.0,447.0,1,0,1,0,2,2,1,0,6.5,16.0,24,0
SAF002403,Mombasa,40,Prepaid,Smartphone,Consumer,49,0.19,24.0,8.0,30.0,207.0,1,0,0,0,1,1,0,0,8.2,7.0,0,1
SAF002404,Nairobi,63,Prepaid,Smartphone,SME,116,1.78,34.0,2.0,8.0,515.0,0,0,0,0,0,0,0,0,10.0,3.0,0,0
SAF002405,Nakuru,44,Prepaid,Dongle,SME,32,0.37,32.0,76.0,5.0,399.0,1,1,0,0,2,4,0,0,4.9,10.0,0,1
SAF002406,Nakuru,59,Prepaid,Smartphone,SME,75,0.38,240.0,17.0,11.0,868.0,1,0,1,0,2,1,0,0,6.1,5.0,0,0
SAF002407,Mombasa,26,Postpaid,Smartphone,Consumer,109,1.76,186.0,23.0,1.0,924.0,1,1,0,0,2,1,1,0,6.4,6.0,36,0
SAF002408,Nairobi,61,Hybrid,Smartphone,Consumer,11,2.45,230.0,104.0,7.0,1356.0,1,0,0,0,1,1,0,0,6.3,7.0,0,0
SAF002409,Garissa,20,Prepaid,Dongle,Consumer,60,0.72,159.0,23.0,9.0,688.0,1,1,0,0,2,0,0,0,7.3,11.0,0,0
SAF002410,Mombasa,30,Prepaid,Dongle,Consumer,68,4.04,124.0,14.0,5.0,1274.0,1,1,0,0,2,2,0,0,7.9,4.0,0,0
SAF002411,Nakuru,23,Prepaid,Feature Phone,Consumer,61,1.9,90.0,2.0,2.0,696.0,1,0,0,0,1,1,0,0,6.3,2.0,0,0
SAF002412,Nairobi,55,Prepaid,Tablet,Consumer,90,0.34,37.0,23.0,25.0,300.0,1,0,1,0,2,3,0,0,7.0,7.0,0,0
SAF002413,Mombasa,38,Prepaid,Smartphone,Consumer,110,3.55,147.0,43.0,3.0,1173.0,1,1,0,0,2,1,1,0,6.5,25.0,0,0
SAF002414,Nairobi,36,Postpaid,Dongle,Consumer,5,1.55,18.0,13.0,1.0,565.0,1,0,0,0,1,3,0,0,5.1,1.0,12,0
SAF002415,Kisumu,42,Prepaid,Smartphone,Consumer,36,0.19,86.0,51.0,8.0,413.0,1,0,1,0,2,2,0,0,5.3,0.0,0,0
SAF002416,Meru,56,Prepaid,Smartphone,Youth,97,10.35,26.0,26.0,7.0,1700.0,1,0,0,0,1,2,0,0,7.7,3.0,0,0
SAF002417,Mombasa,21,Prepaid,Smartphone,Consumer,64,2.96,84.0,78.0,11.0,1032.0,0,0,0,0,0,1,1,0,9.8,5.0,0,0
SAF002418,Nairobi,39,Prepaid,Smartphone,Consumer,78,2.27,42.0,7.0,11.0,786.0,1,0,1,0,2,0,1,0,6.8,5.0,0,0
SAF002419,Nairobi,22,Prepaid,Feature Phone,Consumer,32,6.86,7.0,57.0,8.0,1357.0,1,0,0,0,1,0,0,0,6.3,3.0,0,0
SAF002420,Mombasa,18,Postpaid,Smartphone,SME,71,9.66,84.0,108.0,2.0,1892.0,1,0,0,0,1,2,1,0,6.1,19.0,24,0
SAF002421,Nairobi,34,Prepaid,Dongle,Youth,74,0.87,24.0,54.0,17.0,429.0,1,0,1,0,2,2,0,0,9.9,2.0,0,0
SAF002422,Nairobi,26,Postpaid,Smartphone,Consumer,66,5.82,21.0,21.0,2.0,1027.0,1,0,0,0,1,0,0,0,6.9,,24,1
SAF002423,Eldoret,26,Prepaid,Smartphone,Consumer,10,6.22,58.0,10.0,1.0,1391.0,1,1,0,0,2,2,1,0,4.9,2.0,0,0
SAF002424,Mombasa,41,Prepaid,Smartphone,Youth,99,0.2,54.0,4.0,3.0,391.0,0,0,0,0,0,2,0,0,7.5,1.0,0,0
SAF002425,Nairobi,27,Prepaid,Feature Phone,Consumer,21,4.36,242.0,41.0,5.0,1545.0,1,0,0,0,1,3,1,1,7.1,13.0,0,0
SAF002426,Nyeri,37,Prepaid,Feature Phone,Consumer,40,0.23,100.0,6.0,2.0,503.0,1,1,1,0,3,1,1,0,9.0,4.0,0,0
SAF002427,Nairobi,34,Prepaid,Smartphone,Consumer,42,3.16,231.0,73.0,3.0,1325.0,1,1,0,0,2,1,3,1,6.6,,0,0
SAF002428,Meru,30,Prepaid,Smartphone,Consumer,72,3.87,19.0,129.0,6.0,978.0,1,0,0,1,2,2,0,0,6.4,7.0,0,0
SAF002429,Nairobi,46,Postpaid,Smartphone,Youth,46,1.6,53.0,6.0,3.0,578.0,1,0,0,0,1,3,0,0,5.2,5.0,36,0
SAF002430,Machakos,53,Postpaid,Smartphone,Consumer,82,7.44,97.0,19.0,1.0,1694.0,1,0,0,0,1,0,0,0,5.9,1.0,12,0
SAF002431,Nakuru,40,Prepaid,Dongle,Youth,73,5.64,20.0,111.0,2.0,1067.0,1,1,0,0,2,2,1,0,5.2,0.0,0,0
SAF002432,Thika,44,Prepaid,Smartphone,Youth,118,9.11,16.0,25.0,13.0,1545.0,0,1,0,0,1,2,0,0,6.8,6.0,0,0
SAF002433,Garissa,35,Prepaid,Tablet,SME,41,1.32,130.0,31.0,25.0,718.0,1,1,0,0,2,2,0,0,8.1,2.0,0,0
SAF002434,Nairobi,35,Prepaid,Smartphone,Consumer,94,0.1,127.0,55.0,1.0,569.0,1,0,0,0,1,0,0,0,5.5,4.0,0,0
SAF002435,Meru,26,Prepaid,Smartphone,Consumer,4,5.84,32.0,9.0,9.0,1265.0,1,0,1,0,2,3,0,0,9.5,20.0,0,0
SAF002436,Mombasa,20,Postpaid,Dongle,Consumer,99,0.88,31.0,155.0,19.0,428.0,1,0,0,1,2,3,0,0,9.4,1.0,12,0
SAF002437,Mombasa,24,Prepaid,Smartphone,Consumer,14,2.2,164.0,61.0,3.0,1055.0,1,0,0,0,1,0,0,0,8.9,9.0,0,0
SAF002438,Nairobi,32,Prepaid,Smartphone,SME,14,5.95,15.0,7.0,14.0,1123.0,1,0,0,0,1,1,1,0,6.2,2.0,0,0
SAF002439,Kisumu,47,Prepaid,Smartphone,Consumer,53,0.85,308.0,5.0,19.0,1188.0,1,0,0,0,1,2,2,0,5.3,2.0,0,0
SAF002440,Nairobi,26,Prepaid,Smartphone,Youth,112,1.31,345.0,109.0,3.0,1407.0,1,0,0,0,1,4,1,0,7.0,7.0,0,0
SAF002441,Kisumu,58,Postpaid,Feature Phone,Consumer,101,2.02,246.0,46.0,0.0,1151.0,1,0,0,0,1,0,0,0,8.9,1.0,36,0
SAF002442,Kisumu,44,Prepaid,Smartphone,SME,84,1.11,28.0,2.0,20.0,339.0,1,0,1,0,2,5,1,0,9.5,3.0,0,0
